YYYY,MM,DD,HH,AH_hour,H_hour,T1_hour,T2_hour,T3_hour,T4_hour,T5_hour,quality
2015,1,4,21,10.109999999999999,192.02500000000001,287.08300000000003,300.75,448.96699999999998,355.58300000000003,273.53300000000002,454
2015,1,4,22,6.6299999999999999,192.422,295.38299999999998,302.85000000000002,433.38299999999998,353.06700000000001,284.28300000000002,464
2015,1,4,23,6.6900000000000004,191.916,294.21699999999998,305.85000000000002,414.14999999999998,338.03300000000002,280.733,477
2015,1,5,0,8.0500000000000007,191.53700000000001,295.75,320,421.35000000000002,326.85000000000002,267.88299999999998,486
2015,1,5,1,7.75,192.292,296.58300000000003,350.16699999999997,425.36700000000002,320.733,246.59999999999999,487
2015,1,5,2,5.2599999999999998,191.91499999999999,297.30000000000001,370.43299999999999,413.69999999999999,314.91699999999997,238.68299999999999,486
2015,1,5,3,7.4800000000000004,191.601,297.983,351.733,408.733,322.03300000000002,250.15000000000001,494
2015,1,5,4,7.9500000000000002,192.114,297.483,346.71699999999998,398.39999999999998,323.89999999999998,254.233,491
2015,1,5,5,7.6200000000000001,172.04400000000001,296.03300000000002,342.85000000000002,405.53300000000002,325,260.25,489
2015,1,5,6,9.1600000000000001,168.542,288.94999999999999,334.017,428.93299999999999,328.35000000000002,269.86700000000002,485
2015,1,5,7,6.8899999999999997,166.661,277.85000000000002,355.08300000000003,454.56700000000001,343.64999999999998,273.80000000000001,466
2015,1,5,8,8.6400000000000006,161.423,269.18299999999999,363.05000000000001,483.53300000000002,349.28300000000002,272.13299999999998,456
2015,1,5,9,8.25,165.839,258.88299999999998,353.767,483.39999999999998,345.517,266,434
2015,1,5,10,9.3200000000000003,180.07900000000001,261,341.96699999999998,491.017,349.10000000000002,266.46699999999998,420
2015,1,5,11,7.9800000000000004,179.83799999999999,260.60000000000002,344.35000000000002,494.94999999999999,347.30000000000001,266.983,413
2015,1,5,12,7.7999999999999998,179.732,267.05000000000001,361.41699999999997,496.43299999999999,349.983,261.96699999999998,410
2015,1,5,13,7.3300000000000001,180.57499999999999,281.38299999999998,370.44999999999999,487.61700000000002,356.767,275.05000000000001,426
2015,1,5,14,6.2199999999999998,182.61600000000001,287.5,379.91699999999997,470.75,371.69999999999999,270.08300000000003,446
2015,1,5,15,7.6200000000000001,155.964,288.81700000000001,378.517,454.58300000000003,377.19999999999999,266.017,467
2015,1,5,16,7.6900000000000004,156.071,275.43299999999999,380.71699999999998,448.43299999999999,373.71699999999998,263.94999999999999,464
2015,1,5,17,6.9000000000000004,155.96600000000001,272.63299999999998,366.83300000000003,441.18299999999999,365.60000000000002,264.75,466
2015,1,5,18,7.9100000000000001,189.375,261.483,359.43299999999999,439.767,345.85000000000002,273.44999999999999,474
2015,1,5,19,9.0800000000000001,192.79499999999999,242.88300000000001,348.14999999999998,449.53300000000002,339.44999999999999,281.44999999999999,462
2015,1,5,20,9.1099999999999994,192.56100000000001,234.06700000000001,332.43299999999999,461.483,351.83300000000003,281.55000000000001,459
2015,1,5,21,5.6799999999999997,193.29900000000001,237.90000000000001,329.86700000000002,487.71699999999998,356.64999999999998,279.53300000000002,446
2015,1,5,22,7.4400000000000004,192.80500000000001,242.38300000000001,335.233,508.25,351.267,268.91699999999997,435
2015,1,5,23,6.8200000000000003,192.99199999999999,244.483,344.16699999999997,512.61699999999996,356,254.19999999999999,417
2015,1,6,0,8.2799999999999994,192.941,236.71700000000001,337.31700000000001,541.86699999999996,357.44999999999999,239.78299999999999,399
2015,1,6,1,7.6100000000000003,192.74199999999999,240.55000000000001,325.75,549.31700000000001,349.41699999999997,222.05000000000001,374
2015,1,6,2,8.9800000000000004,192.87200000000001,242.36699999999999,350.28300000000002,538.18299999999999,342.517,219.583,350
2015,1,6,3,7.3700000000000001,192.67500000000001,227.69999999999999,386.58300000000003,557.95000000000005,354.19999999999999,218.78299999999999,344
2015,1,6,4,6.96,182.37700000000001,217.25,350.39999999999998,559.48299999999995,366.03300000000002,218.017,347
2015,1,6,5,4.9500000000000002,168.22399999999999,222.833,373.517,562.20000000000005,373.58300000000003,218.21700000000001,357
2015,1,6,6,8.9199999999999999,167.995,222.88300000000001,389.06700000000001,549.13300000000004,381.14999999999998,219.21700000000001,359
2015,1,6,7,9.4199999999999999,168.31100000000001,225.983,393.53300000000002,537.48299999999995,377.46699999999998,227.63300000000001,361
2015,1,6,8,7.9900000000000002,167.81299999999999,237.46700000000001,391.983,527.66700000000003,367.36700000000002,231.267,369
2015,1,6,9,7.6699999999999999,167.96600000000001,267.19999999999999,380.89999999999998,534.11699999999996,350.18299999999999,207.80000000000001,380
2015,1,6,10,5.6399999999999997,167.81800000000001,287.86700000000002,366.25,566.35000000000002,340.983,241.71700000000001,377
2015,1,6,11,7.0700000000000003,168.351,297.30000000000001,353.80000000000001,621.28300000000002,339.31700000000001,225.733,385
2015,1,6,12,7.71,168.25200000000001,295.55000000000001,344.43299999999999,674.5,332.28300000000002,219.55000000000001,379
2015,1,6,13,9.25,168.059,296.91699999999997,338.10000000000002,628.95000000000005,337.38299999999998,220.68299999999999,371
2015,1,6,14,5.75,167.22399999999999,300.05000000000001,333.80000000000001,543.61699999999996,338.43299999999999,228.53299999999999,368
2015,1,6,15,7.04,167.88499999999999,300.18299999999999,331.71699999999998,519.43299999999999,321.10000000000002,240.583,377
2015,1,6,16,6.2400000000000002,168.024,301.05000000000001,334.28300000000002,519.08299999999997,311.08300000000003,252.94999999999999,401
2015,1,6,17,5.8799999999999999,161.858,306.64999999999998,340.96699999999998,522.21699999999998,306.53300000000002,264.733,410
2015,1,6,18,8.0199999999999996,160.691,313.733,355.78300000000002,538.58299999999997,297.733,262.60000000000002,403
2015,1,6,19,6.7699999999999996,163.06200000000001,307.83300000000003,364.71699999999998,549,291.38299999999998,263.43299999999999,379
2015,1,6,20,5.29,163.101,291.91699999999997,361.81700000000001,533.13300000000004,292.96699999999998,266.10000000000002,396
2015,1,6,21,9.0700000000000003,162.815,280.767,345.81700000000001,487.63299999999998,308.88299999999998,262.31700000000001,397
2015,1,6,22,7.5499999999999998,162.648,266.60000000000002,325.66699999999997,494.10000000000002,323.61700000000002,251.65000000000001,377
2015,1,6,23,8.6999999999999993,163.04599999999999,245,299.85000000000002,541.78300000000002,337.68299999999999,233.09999999999999,361
2015,1,7,0,7.4400000000000004,162.97800000000001,223.59999999999999,308.55000000000001,537.46699999999998,349.08300000000003,217.19999999999999,338
2015,1,7,1,7.3099999999999996,162.72399999999999,230.30000000000001,322.21699999999998,536.16700000000003,343.60000000000002,211.84999999999999,320
2015,1,7,2,7.7800000000000002,163.40899999999999,230.083,325.88299999999998,541.64999999999998,335.30000000000001,220.63300000000001,319
2015,1,7,3,9.1500000000000004,162.845,236.43299999999999,326.14999999999998,536.79999999999995,352,237.03299999999999,328
2015,1,7,4,6.3600000000000003,162.78999999999999,227.71700000000001,323.483,530.41700000000003,362.017,256.36700000000002,350
2015,1,7,5,7.9100000000000001,163.00200000000001,236.80000000000001,307.017,527.88300000000004,369.03300000000002,273.44999999999999,379
2015,1,7,6,8.7799999999999994,163.08099999999999,236.667,303.86700000000002,525,378.68299999999999,269.483,388
2015,1,7,7,7.0800000000000001,163.12899999999999,229.767,306.16699999999997,532.86699999999996,355.517,267.91699999999997,371
2015,1,7,8,9.9600000000000009,162.84,225.31700000000001,307.16699999999997,535.85000000000002,392.71699999999998,267.60000000000002,354
2015,1,7,9,6.1200000000000001,166.24100000000001,226.86699999999999,308.66699999999997,532.88300000000004,374.75,270.16699999999997,333
2015,1,7,10,8.4600000000000009,149.97499999999999,226.28299999999999,306.85000000000002,525.68299999999999,367.483,269.88299999999998,350
2015,1,7,11,7.6200000000000001,150.22499999999999,225.80000000000001,305.30000000000001,519.08299999999997,394.55000000000001,269.517,353
2015,1,7,12,6.79,149.91900000000001,232.917,304.41699999999997,523.5,413.60000000000002,271.10000000000002,361
2015,1,7,13,7.7400000000000002,149.982,231.19999999999999,308,542.28300000000002,405.89999999999998,266.69999999999999,349
2015,1,7,14,6.9500000000000002,150.38,228.59999999999999,321.21699999999998,535.13300000000004,356.78300000000002,253.30000000000001,350
2015,1,7,15,7.5,149.755,230.80000000000001,336.767,506.71699999999998,342.03300000000002,246.09999999999999,362
2015,1,7,16,7.8499999999999996,151.54400000000001,231.21700000000001,346.733,504.25,342.44999999999999,234.13300000000001,360
2015,1,7,17,8.0500000000000007,156.196,231.71700000000001,352.733,510.46699999999998,336.66699999999997,222.53299999999999,359
2015,1,7,18,6.3300000000000001,168.57900000000001,230.94999999999999,334.81700000000001,516.35000000000002,322.35000000000002,205.75,351
2015,1,7,19,9.6699999999999999,185.85900000000001,224.43299999999999,329.517,519.86699999999996,296.96699999999998,189.767,367
2015,1,7,20,7.1500000000000004,178.34999999999999,236.267,341.483,515.89999999999998,286.80000000000001,191.28299999999999,377
2015,1,7,21,6.7000000000000002,176.17599999999999,251.44999999999999,313.233,516.91700000000003,308.13299999999998,218.81700000000001,382
2015,1,7,22,7.9400000000000004,179.57400000000001,256.36700000000002,303.64999999999998,506.80000000000001,277.733,222.30000000000001,382
2015,1,7,23,6.0800000000000001,198.72900000000001,247.267,315.91699999999997,520.35000000000002,278.39999999999998,210.06700000000001,380
2015,1,8,0,8.6999999999999993,186.89699999999999,239.65000000000001,327.767,518.46699999999998,318.41699999999997,214.03299999999999,399
2015,1,8,1,8.0500000000000007,182.06,239.44999999999999,291.68299999999999,507.31700000000001,314.46699999999998,215.267,394
2015,1,8,2,7.3899999999999997,181.81899999999999,237.38300000000001,297.35000000000002,483.93299999999999,319.89999999999998,210.833,395
2015,1,8,3,9.3800000000000008,182.19900000000001,236.333,307.94999999999999,464.13299999999998,320.39999999999998,215.333,406
2015,1,8,4,7.1900000000000004,182.34,230.583,309.16699999999997,446.19999999999999,319,228.44999999999999,424
2015,1,8,5,8.5999999999999996,181.59999999999999,245.017,316.16699999999997,430.28300000000002,318.267,238.56700000000001,440
2015,1,8,6,7.5800000000000001,181.922,233.517,341.267,410.66699999999997,312.78300000000002,241.083,456
2015,1,8,7,5.96,182.13900000000001,239.03299999999999,354.08300000000003,406.38299999999998,315.38299999999998,248.767,466
2015,1,8,8,6,172.14099999999999,240.65000000000001,368.13299999999998,405.08300000000003,317.68299999999999,267.733,474
2015,1,8,9,6.6399999999999997,153.61000000000001,240.11699999999999,380.81700000000001,416.38299999999998,347.78300000000002,278.483,473
2015,1,8,10,7.8099999999999996,152.94,243.18299999999999,387.517,446.63299999999998,342.28300000000002,290.31700000000001,459
2015,1,8,11,7.2199999999999998,152.93799999999999,250.75,385.233,473.71699999999998,333.96699999999998,300.58300000000003,452
2015,1,8,12,6.0599999999999996,152.78800000000001,264.69999999999999,379.68299999999999,488,339.85000000000002,290.38299999999998,446
2015,1,8,13,5.8200000000000003,153.20400000000001,284.61700000000002,379.46699999999998,503,367.31700000000001,265.517,441
2015,1,8,14,7.3300000000000001,152.92699999999999,284.08300000000003,381.71699999999998,512.68299999999999,375.55000000000001,245.88300000000001,426
2015,1,8,15,6.8899999999999997,152.82300000000001,272.21699999999998,381.36700000000002,516.11699999999996,375.41699999999997,237.34999999999999,408
2015,1,8,16,7.1799999999999997,154.27600000000001,257.88299999999998,375.78300000000002,507.68299999999999,378.88299999999998,245.63300000000001,394
2015,1,8,17,7.9100000000000001,155.80699999999999,242.18299999999999,364.53300000000002,506.60000000000002,373.5,258.517,393
2015,1,8,18,6.8300000000000001,177.22,228.30000000000001,357.69999999999999,519.60000000000002,357.38299999999998,259.63299999999998,385
2015,1,8,19,6.4800000000000004,182.91499999999999,215.333,357.983,516.98299999999995,341.69999999999999,254.55000000000001,377
2015,1,8,20,6.8300000000000001,188.363,209.5,362.85000000000002,511.25,331.36700000000002,248,392
2015,1,8,21,5.1200000000000001,189.28100000000001,208.06700000000001,369.63299999999998,519.53300000000002,312.66699999999997,244.25,391
2015,1,8,22,7.9800000000000004,189.26400000000001,208.21700000000001,352.30000000000001,522.48299999999995,302.25,235.167,389
2015,1,8,23,7.1299999999999999,189.25399999999999,207.25,340.43299999999999,509.94999999999999,299.517,214.03299999999999,375
2015,1,9,0,9.2699999999999996,188.607,210.18299999999999,330.267,505.75,311.08300000000003,212.667,367
2015,1,9,1,6.8600000000000003,189.03299999999999,219.68299999999999,330.81700000000001,547.04999999999995,329.03300000000002,214.267,363
2015,1,9,2,9.9700000000000006,189.012,232.833,337.39999999999998,599.70000000000005,341.60000000000002,206.917,354
2015,1,9,3,8.0800000000000001,189.285,250.417,336.983,571.23299999999995,356.11700000000002,216.167,346
2015,1,9,4,8.8200000000000003,188.89500000000001,259.96699999999998,329.33300000000003,518.56700000000001,379.35000000000002,209.75,367
2015,1,9,5,6.8399999999999999,189.06399999999999,259.46699999999998,327.14999999999998,497.78300000000002,385.28300000000002,210.90000000000001,387
2015,1,9,6,9.1199999999999992,189.131,255.96700000000001,334.08300000000003,483.39999999999998,369.69999999999999,213.483,404
2015,1,9,7,5.8399999999999999,185.11500000000001,244.94999999999999,338.14999999999998,474.63299999999998,362.10000000000002,210.96700000000001,412
2015,1,9,8,8.3699999999999992,170.78399999999999,231.19999999999999,343.30000000000001,450.60000000000002,341.68299999999999,209.06700000000001,426
2015,1,9,9,8.5800000000000001,171.37299999999999,229.59999999999999,353.96699999999998,458.31700000000001,339.03300000000002,208.417,424
2015,1,9,10,7.3700000000000001,188.72800000000001,210.18299999999999,363.767,437.11700000000002,331.11700000000002,210.5,430
2015,1,9,11,9.6500000000000004,174.334,225.46700000000001,377.517,416.41699999999997,327.66699999999997,211.03299999999999,449
2015,1,9,12,6.7400000000000002,157.91,243.233,377.85000000000002,431.75,325.983,209.75,450
2015,1,9,13,8.1099999999999994,163.715,254.333,373.86700000000002,438.80000000000001,326.58300000000003,209.88300000000001,444
2015,1,9,14,6.2599999999999998,169.41399999999999,262.56700000000001,373.44999999999999,433.233,331.05000000000001,211.81700000000001,440
2015,1,9,15,8.2799999999999994,182.27099999999999,277.35000000000002,374.64999999999998,433.81700000000001,339.13299999999998,213.56700000000001,446
2015,1,9,16,9.8800000000000008,182.614,282.63299999999998,365.58300000000003,436.06700000000001,347.05000000000001,210.71700000000001,454
2015,1,9,17,7.5599999999999996,181.66999999999999,286.43299999999999,348.13299999999998,438.89999999999998,347.18299999999999,209.31700000000001,459
2015,1,9,18,7.9000000000000004,182.167,282.30000000000001,333.733,433.30000000000001,338.16699999999997,216.417,460
2015,1,9,19,9.5800000000000001,181.71299999999999,273.5,332.03300000000002,455.05000000000001,327.267,228.93299999999999,458
2015,1,9,20,6.9299999999999997,180.881,277.55000000000001,327.38299999999998,458.85000000000002,344.71699999999998,216.65000000000001,455
2015,1,9,21,7.1100000000000003,180.25999999999999,281.66699999999997,316.46699999999998,441.56700000000001,372.983,207.94999999999999,457
2015,1,9,22,9.3800000000000008,179.64699999999999,283.983,313.44999999999999,441.30000000000001,368.61700000000002,207.267,453
2015,1,9,23,7.46,180.21899999999999,271.30000000000001,319.38299999999998,453.93299999999999,362.017,210.38300000000001,448
2015,1,10,0,5.9000000000000004,180.001,261.68299999999999,331.66699999999997,447.28300000000002,361,208.93299999999999,447
2015,1,10,1,6.8300000000000001,180.18199999999999,253.18299999999999,346.46699999999998,437.81700000000001,356.38299999999998,212.11699999999999,444
2015,1,10,2,7.7800000000000002,180.03899999999999,269.267,356.28300000000002,418.16699999999997,339.767,212.25,435
2015,1,10,3,7.46,185.87299999999999,281.46699999999998,354.41699999999997,405.96699999999998,324.61700000000002,211.31700000000001,426
2015,1,10,4,5.4100000000000001,185.726,270.44999999999999,342.61700000000002,429.14999999999998,315.43299999999999,210.44999999999999,418
2015,1,10,5,8.3200000000000003,192.34,251.40000000000001,338.483,471.58300000000003,311.25,211.09999999999999,412
2015,1,10,6,7.6699999999999999,192.95500000000001,237.15000000000001,347.267,456.43299999999999,316.63299999999998,209.53299999999999,410
2015,1,10,7,6.6500000000000004,192.98599999999999,232.267,349.64999999999998,477.44999999999999,327.25,206.21700000000001,411
2015,1,10,8,8.6500000000000004,192.33199999999999,245.483,356.86700000000002,489.13299999999998,332.78300000000002,208.25,407
2015,1,10,9,7.6699999999999999,175.74100000000001,256.81700000000001,359.10000000000002,491.11700000000002,343.38299999999998,222.083,412
2015,1,10,10,7.6900000000000004,171.08000000000001,256.14999999999998,340.63299999999998,482.85000000000002,413.89999999999998,244.267,423
2015,1,10,11,8.4299999999999997,171.113,259.94999999999999,341.30000000000001,479.75,453.46699999999998,251.483,418
2015,1,10,12,7.6799999999999997,170.96799999999999,259.38299999999998,344.25,487.64999999999998,292.94999999999999,236.05000000000001,416
2015,1,10,13,8.0999999999999996,171.15299999999999,255,339.267,508.64999999999998,249.81700000000001,229.15000000000001,413
2015,1,10,14,8.7400000000000002,170.77099999999999,240.15000000000001,342.35000000000002,528.68299999999999,334.43299999999999,231.28299999999999,398
2015,1,10,15,6.0999999999999996,172.417,232.583,344.517,519.96699999999998,390.21699999999998,234.05000000000001,392
2015,1,10,16,7.5,176.75200000000001,232.86699999999999,343.83300000000003,535.73299999999995,382.80000000000001,238.44999999999999,391
2015,1,10,17,5.1600000000000001,177.19399999999999,238.46700000000001,343.31700000000001,543.18299999999999,388.68299999999999,247.38300000000001,406
2015,1,10,18,7.8799999999999999,184.809,242.88300000000001,342.08300000000003,473.05000000000001,430.733,262.233,430
2015,1,10,19,7,195.91399999999999,243.63300000000001,345.69999999999999,466.38299999999998,397.81700000000001,279.30000000000001,435
2015,1,10,20,7.8099999999999996,196.01400000000001,225.86699999999999,346.14999999999998,478.78300000000002,368.68299999999999,286.53300000000002,449
2015,1,10,21,5.7800000000000002,195.91800000000001,218.11699999999999,341.14999999999998,489.19999999999999,378.61700000000002,287.60000000000002,447
2015,1,10,22,9.1199999999999992,182.58199999999999,221.083,346.19999999999999,499.05000000000001,387.31700000000001,289.03300000000002,436
2015,1,10,23,7.4699999999999998,160.571,221.30000000000001,345.31700000000001,508.233,385.5,289.56700000000001,420
2015,1,11,0,8.1799999999999997,168.57599999999999,228.38300000000001,303.483,498.267,394.85000000000002,289.68299999999999,392
2015,1,11,1,7.4900000000000002,171.73500000000001,242.833,339.10000000000002,483.44999999999999,360.767,290.55000000000001,416
2015,1,11,2,6.6900000000000004,171.84999999999999,256.93299999999999,297.19999999999999,466.94999999999999,378.38299999999998,290.25,442
2015,1,11,3,8.3900000000000006,171.578,264.83300000000003,353.78300000000002,444.86700000000002,390.017,289.60000000000002,458
2015,1,11,4,7,171.739,265.41699999999997,372.33300000000003,433.43299999999999,383.93299999999999,288.517,463
2015,1,11,5,7.4100000000000001,171.892,266.88299999999998,362.05000000000001,434.08300000000003,385.08300000000003,290.36700000000002,474
2015,1,11,6,7.1600000000000001,172.184,263.56700000000001,352.5,430.60000000000002,373.43299999999999,292.30000000000001,480
2015,1,11,7,7.2599999999999998,172.42099999999999,260,321.69999999999999,441.08300000000003,353.83300000000003,291.10000000000002,476
2015,1,11,8,7.7800000000000002,171.886,261.41699999999997,324.96699999999998,459.5,340.06700000000001,289,466
2015,1,11,9,7.0899999999999999,171.97999999999999,262.44999999999999,368.25,477.41699999999997,328.80000000000001,280.25,457
2015,1,11,10,8.3399999999999999,172.11500000000001,256.44999999999999,355.13299999999998,486,312.96699999999998,287.39999999999998,448
2015,1,11,11,6.7300000000000004,172.13499999999999,239.06700000000001,355.80000000000001,503.06700000000001,296.18299999999999,281.96699999999998,432
2015,1,11,12,7.8899999999999997,168.25800000000001,222.59999999999999,362.41699999999997,520.89999999999998,303.81700000000001,275.28300000000002,411
2015,1,11,13,7.46,172.47900000000001,208.93299999999999,359.08300000000003,524.70000000000005,304.19999999999999,270.13299999999998,388
2015,1,11,14,7.6200000000000001,176.89400000000001,199,349.233,519.10000000000002,304.017,269.11700000000002,382
2015,1,11,15,8.2100000000000009,176.96700000000001,200.80000000000001,360.517,537.46699999999998,302.91699999999997,258.31700000000001,381
2015,1,11,16,6.3399999999999999,176.99700000000001,200.21700000000001,368.483,564.98299999999995,305.66699999999997,255.06700000000001,374
2015,1,11,17,8.8000000000000007,177.214,201.267,362.25,537.81700000000001,307.68299999999999,260.68299999999999,382
2015,1,11,18,8.5800000000000001,176.82900000000001,203.63300000000001,340.78300000000002,505.71699999999998,316.267,259.767,394
2015,1,11,19,7.79,177.03200000000001,196.65000000000001,349.03300000000002,473.33300000000003,317.233,265.88299999999998,406
2015,1,11,20,6.4800000000000004,177.239,201.61699999999999,370.41699999999997,462.21699999999998,319.69999999999999,271.43299999999999,421
2015,1,11,21,6.8499999999999996,177.245,198.81700000000001,369.21699999999998,445.43299999999999,286.983,260.35000000000002,431
2015,1,11,22,6.5899999999999999,177.25399999999999,191.05000000000001,370.017,435.68299999999999,354.69999999999999,239.44999999999999,434
2015,1,11,23,8.7699999999999996,177.15799999999999,201.81700000000001,384.53300000000002,432.94999999999999,382.55000000000001,226.583,437
2015,1,12,0,7.4900000000000002,176.95599999999999,201.19999999999999,395.483,431.41699999999997,371.233,214.30000000000001,424
2015,1,12,1,7.0199999999999996,177.09899999999999,200.90000000000001,395.39999999999998,442.38299999999998,387.41699999999997,187.88300000000001,421
2015,1,12,2,6.29,176.70400000000001,203.017,393.55000000000001,448.18299999999999,384.66699999999997,224.55000000000001,426
2015,1,12,3,7.4100000000000001,176.798,202.94999999999999,382.60000000000002,435.11700000000002,383.85000000000002,229.667,431
2015,1,12,4,7.21,177.28899999999999,200.46700000000001,367.25,431.58300000000003,368.05000000000001,249.81700000000001,437
2015,1,12,5,6.8300000000000001,176.804,201.56700000000001,359.56700000000001,443.31700000000001,365.983,259.31700000000001,442
2015,1,12,6,9.5999999999999996,177.20599999999999,207.78299999999999,362.55000000000001,455.14999999999998,352.25,261.56700000000001,448
2015,1,12,7,5.1799999999999997,176.869,203.44999999999999,345.767,455.68299999999999,380.10000000000002,269.30000000000001,446
2015,1,12,8,8.1799999999999997,177.30799999999999,200.15000000000001,318.71699999999998,444.983,382.83300000000003,257.5,452
2015,1,12,9,6.9299999999999997,177.07400000000001,200.25,207.417,436.44999999999999,380.78300000000002,243.083,443
2015,1,12,10,7.4199999999999999,176.874,203.583,276.19999999999999,436.81700000000001,381.58300000000003,236.5,440
2015,1,12,11,9.0899999999999999,177.167,213.63300000000001,342.08300000000003,442.56700000000001,380.81700000000001,229.94999999999999,435
2015,1,12,12,7.9800000000000004,176.83600000000001,228.61699999999999,351.05000000000001,442.58300000000003,383.58300000000003,228.983,437
2015,1,12,13,9.2300000000000004,174.93100000000001,241.78299999999999,341.13299999999998,436.44999999999999,380.60000000000002,228.36699999999999,442
2015,1,12,14,7,150.80500000000001,261.85000000000002,335.483,440.08300000000003,420.71699999999998,221.5,447
2015,1,12,15,6.8600000000000003,150.922,276.46699999999998,340.56700000000001,440.483,427.41699999999997,225,443
2015,1,12,16,5.8899999999999997,150.899,285.55000000000001,354.03300000000002,441.03300000000002,383.64999999999998,231.167,461
2015,1,12,17,7.3399999999999999,151.63900000000001,289.017,367,452.81700000000001,374.35000000000002,244.167,464
2015,1,12,18,5.2999999999999998,150.59100000000001,291.94999999999999,371.88299999999998,476.69999999999999,389.983,250.19999999999999,461
2015,1,12,19,7.5199999999999996,151.09800000000001,293.75,361.983,489.30000000000001,385.06700000000001,232.267,443
2015,1,12,20,7.6299999999999999,151.06399999999999,294.69999999999999,358.53300000000002,486.96699999999998,382.39999999999998,233.78299999999999,426
2015,1,12,21,6.5999999999999996,151.05000000000001,295.80000000000001,371.61700000000002,465.85000000000002,378.31700000000001,238.583,412
2015,1,12,22,6.71,153.07599999999999,294.21699999999998,384.69999999999999,442.21699999999998,369.83300000000003,253.15000000000001,414
2015,1,12,23,8.3200000000000003,157.21799999999999,292.71699999999998,384.21699999999998,456.68299999999999,364.517,275.58300000000003,419
2015,1,13,0,8.1600000000000001,188.245,297.68299999999999,383.21699999999998,494.93299999999999,356.36700000000002,233.36699999999999,416
2015,1,13,1,6.5300000000000002,190.14400000000001,299.44999999999999,383.81700000000001,501.35000000000002,351.31700000000001,238.53299999999999,417
2015,1,13,2,7.5700000000000003,169.83000000000001,305.55000000000001,381.233,512.85000000000002,332.517,229.40000000000001,429
2015,1,13,3,8.6400000000000006,170.238,292.93299999999999,375.5,534.45000000000005,313.83300000000003,218.19999999999999,387
2015,1,13,4,7.3799999999999999,170.34299999999999,252.833,369.35000000000002,534.89999999999998,305.733,211.78299999999999,372
2015,1,13,5,4.6200000000000001,170.02000000000001,206.63300000000001,367.60000000000002,527.43299999999999,301.60000000000002,206.833,374
2015,1,13,6,5.6299999999999999,169.958,257.46699999999998,368.83300000000003,517.5,303.983,223.917,380
2015,1,13,7,8.1099999999999994,194.08799999999999,270.61700000000002,370.69999999999999,505.36700000000002,298.03300000000002,249.46700000000001,398
2015,1,13,8,7.04,188.87700000000001,247.333,370.11700000000002,482.61700000000002,283.96699999999998,230.05000000000001,403
2015,1,13,9,8.2899999999999991,176.346,243.05000000000001,367.017,461.80000000000001,291.41699999999997,235.167,424
2015,1,13,10,7,155.93000000000001,234.017,370.53300000000002,451.64999999999998,295.89999999999998,232.40000000000001,429
